Postcode,Dwelling Type,Median_Sales_Price,Qtly_Median_Change,Annual_Median_Change,Qtly_Count_Change,Annual_Count_Change,Year,Quarter
2800,Strata,470,0.0793,0.23550000000000001,0.0,0.0,2022,Q4
2485,Strata,661,0.0,0.23550000000000001,-0.1413,-0.37799999999999995,2022,Q1
2648,Non Strata,420,0.7872,0.2353,0.0,0.5714,2023,Q4
2549,Non Strata,1050,0.2805,0.2353,-0.1176,-0.1176,2023,Q3
2558,Non Strata,840,0.04190000000000001,0.2353,-0.5714,-0.5385,2022,Q1
2447,Non Strata,735,0.0177,0.2353,-0.40619999999999995,-0.5957,2022,Q2
2295,Total,1050,0.016,0.2353,-0.3235,-0.3429,2022,Q1
2295,Non Strata,1050,0.016,0.2353,-0.3235,-0.3429,2022,Q1
2194,Non Strata,1808,0.09480000000000001,0.2351,-0.4545,0.5,2024,Q1
2061,Strata,2180,0.0907,0.2351,0.45159999999999995,0.25,2023,Q3
2320,Strata,494,0.018600000000000002,0.235,-0.2,-0.44439999999999996,2022,Q4
2762,Total,741,-0.0087,0.235,-0.3204,-0.5788,2022,Q3
2650,Total,500,0.0417,0.2346,-0.319,-0.1875,2022,Q1
2232,Total,975,-0.0758,0.23420000000000002,-0.3522,-0.3868,2022,Q1
2474,Total,580,0.1729,0.23399999999999999,0.3077,0.030299999999999997,2022,Q2
2474,Non Strata,580,0.1729,0.23399999999999999,0.3077,0.030299999999999997,2022,Q2
2486,Strata,675,0.0385,0.23399999999999999,0.2353,-0.125,2022,Q2
2299,Non Strata,870,0.020499999999999997,0.23399999999999999,-0.4792,-0.2647,2022,Q1
2150,Total,768,0.2834,0.2339,0.3353,0.1726,2022,Q4
2162,Non Strata,1200,0.036000000000000004,0.2339,-0.25,0.5,2024,Q1
2380,Non Strata,475,0.09699999999999999,0.23379999999999998,0.11900000000000001,-0.1754,2023,Q2
2478,Non Strata,1398,0.014499999999999999,0.2335,-0.1724,-0.4483,2022,Q2
2150,Strata,740,0.25420000000000004,0.23329999999999998,0.3155,0.2346,2022,Q4
2323,Non Strata,740,-0.013300000000000001,0.23329999999999998,0.0753,0.0101,2022,Q2
2207,Total,1151,-0.041299999999999996,0.23309999999999997,-0.045899999999999996,0.36840000000000006,2024,Q1
2146,Total,1045,0.2667,0.233,-0.299,-0.4035,2022,Q2
2259,Total,868,0.0212,0.233,-0.2458,-0.3896,2022,Q2
2620,Strata,450,0.15380000000000002,0.2329,-0.0519,-0.31129999999999997,2022,Q4
2640,Non Strata,608,0.11470000000000001,0.2323,-0.0833,-0.1852,2022,Q2
2152,Non Strata,1565,0.050300000000000004,0.2323,0.2,0.0,2023,Q4
2541,Total,690,-0.0316,0.2321,-0.1319,-0.3873,2022,Q2
2705,Non Strata,420,0.16670000000000001,0.2316,-0.12119999999999999,-0.0333,2024,Q1
2448,Non Strata,693,0.0073,0.2311,-0.1,0.3846,2022,Q2
2125,Non Strata,2400,0.0105,0.23079999999999998,-0.2059,-0.3721,2022,Q3
2291,Total,1600,-0.0062,0.23079999999999998,-0.057699999999999994,-0.0392,2023,Q3
2663,Total,430,0.0873,0.23070000000000002,0.2,-0.1429,2023,Q4
2663,Non Strata,430,0.0873,0.23070000000000002,0.2,-0.1429,2023,Q4
2489,Strata,865,-0.0649,0.2304,0.22219999999999998,0.22219999999999998,2024,Q1
2785,Total,935,0.0506,0.2303,-0.11109999999999999,-0.1351,2022,Q2
2785,Non Strata,935,0.0506,0.2303,-0.11109999999999999,-0.1351,2022,Q2
2570,Strata,700,0.1382,0.2302,-0.3125,-0.4211,2022,Q3
2323,Total,714,0.057,0.2302,-0.1329,0.0973,2022,Q1
2769,Total,1550,0.04019999999999999,0.2302,-0.2576,-0.49479999999999996,2022,Q2
2452,Non Strata,775,0.039599999999999996,0.2302,-0.04,-0.0943,2022,Q2
2711,Total,270,-0.1,0.23010000000000003,1.3333000000000002,-0.22219999999999998,2023,Q4
2711,Non Strata,270,-0.1,0.23010000000000003,1.3333000000000002,-0.22219999999999998,2023,Q4
2280,Total,985,0.0944,0.2297,0.125,0.21350000000000002,2024,Q1
2830,Total,525,0.0096,0.22949999999999998,-0.1131,-0.166,2022,Q1
2537,Total,879,0.04019999999999999,0.22940000000000002,-0.2989,-0.2651,2022,Q2
2064,Strata,1045,-0.054299999999999994,0.22940000000000002,0.39289999999999997,0.7726999999999999,2023,Q4
2137,Strata,1300,0.2808,0.2293,-0.2778,-0.1447,2022,Q1
2069,Total,3343,0.1938,0.2293,-0.20629999999999998,-0.2647,2023,Q4
2431,Total,738,-0.0264,0.22920000000000001,0.3,-0.4583,2022,Q3
2050,Strata,1030,0.1444,0.2291,0.0233,0.8332999999999999,2023,Q3
2100,Non Strata,2425,0.0341,0.2291,-0.1333,-0.1522,2023,Q4
2115,Non Strata,1878,0.004,0.2291,-0.3333,-0.3889,2023,Q4
2208,Non Strata,1807,0.1042,0.2289,-0.5,-0.3333,2023,Q4
2486,Non Strata,1022,-0.056100000000000004,0.2288,-0.1765,-0.39130000000000004,2022,Q2
2572,Total,871,0.0245,0.2284,0.0667,-0.11109999999999999,2022,Q1
2572,Non Strata,871,0.0245,0.2284,0.0667,-0.11109999999999999,2022,Q1
2790,Total,498,-0.0245,0.2284,-0.3118,-0.35350000000000004,2022,Q3
2213,Non Strata,1400,0.0256,0.2281,-0.4,-0.3196,2022,Q1
2294,Non Strata,890,-0.0378,0.22760000000000002,1.2856999999999998,2.2,2022,Q3
2431,Non Strata,821,-0.1073,0.22760000000000002,-0.4286,-0.5789,2022,Q2
2023,Non Strata,13500,0.42710000000000004,0.2273,1.7,0.5,2023,Q4
2259,Non Strata,880,0.0233,0.2273,-0.242,-0.38789999999999997,2022,Q2
2324,Strata,540,-0.0793,0.2273,0.1429,-0.23809999999999998,2024,Q1
2147,Non Strata,1110,0.1045,0.22719999999999999,-0.0086,0.1275,2023,Q3
2207,Total,1200,0.1881,0.22699999999999998,-0.1484,0.11220000000000001,2023,Q4
2850,Total,700,0.0538,0.22699999999999998,0.09,-0.07629999999999999,2022,Q2
2325,Non Strata,614,-0.0105,0.22699999999999998,0.057999999999999996,-0.27,2022,Q2
2350,Non Strata,500,-0.0385,0.22699999999999998,-0.0408,-0.1989,2022,Q2
2852,Total,601,-0.1472,0.22699999999999998,0.0,-0.21739999999999998,2022,Q4
2852,Non Strata,601,-0.1472,0.22699999999999998,0.0,-0.21739999999999998,2022,Q4
2337,Total,465,0.1625,0.22690000000000002,-0.3091,-0.20829999999999999,2022,Q1
2097,Total,2365,0.0836,0.2267,0.061200000000000004,0.1304,2023,Q3
2830,Total,528,-0.013999999999999999,0.2267,-0.0348,-0.2016,2022,Q2
2293,Total,908,-0.0925,0.22640000000000002,1.1538,0.3333,2023,Q3
2007,Strata,903,-0.06480000000000001,0.2262,-0.1,-0.122,2022,Q2
2219,Strata,950,-0.0533,0.22579999999999997,-0.2609,-0.0556,2023,Q3
2222,Total,674,0.0128,0.2257,0.0889,0.16670000000000001,2023,Q3
2219,Non Strata,2330,0.0104,0.2257,0.44439999999999996,0.04,2022,Q2
2043,Strata,1005,0.0672,0.2256,0.047599999999999996,0.76,2023,Q3
2762,Total,748,0.2458,0.2254,-0.4532,-0.5323,2022,Q2
2380,Total,472,0.08960000000000001,0.2254,0.1429,-0.1864,2023,Q2
2450,Strata,549,-0.053399999999999996,0.2254,-0.24739999999999998,-0.2151,2022,Q1
2564,Strata,659,0.08310000000000001,0.22510000000000002,-0.1765,-0.22219999999999998,2024,Q1
2794,Total,430,0.048799999999999996,0.22510000000000002,0.4524,0.2708,2022,Q4
2099,Non Strata,2367,0.0137,0.2248,0.061200000000000004,0.04,2023,Q4
2429,Total,665,0.2913,0.22469999999999998,-0.1316,-0.2826,2023,Q4
2429,Non Strata,665,0.285,0.22469999999999998,-0.0833,-0.2826,2023,Q4
2528,Strata,743,0.1423,0.22469999999999998,0.2632,0.7143,2023,Q3
2038,Non Strata,2425,0.0319,0.22469999999999998,0.1429,0.4118,2024,Q1
2046,Total,1800,-0.0323,0.2245,0.1771,0.3951,2023,Q3
2203,Non Strata,2210,0.32530000000000003,0.22440000000000002,-0.05,-0.1364,2023,Q3
2528,Strata,652,0.0567,0.22440000000000002,0.0,-0.05,2022,Q1
2256,Total,955,-0.0255,0.22440000000000002,-0.16,-0.3386,2022,Q1
2440,Total,470,-0.0116,0.2243,0.125,-0.1509,2022,Q2
2065,Non Strata,3440,-0.0086,0.2242,-0.5179,-0.449,2022,Q1
2720,Total,440,0.0,0.22390000000000002,0.1481,-0.1389,2022,Q3
2464,Total,921,-0.1311,0.22390000000000002,-0.09759999999999999,-0.4219,2022,Q2
2527,Non Strata,828,-0.036699999999999997,0.2237,-0.36840000000000006,-0.4194,2022,Q1
2621,Total,1100,-0.08900000000000001,0.2236,-0.34369999999999995,-0.22219999999999998,2022,Q3
2621,Non Strata,1100,-0.08900000000000001,0.2236,-0.34369999999999995,-0.22219999999999998,2022,Q3
2162,Non Strata,1120,0.0182,0.2234,-0.3881,-0.29309999999999997,2022,Q1
2176,Total,1232,-0.0144,0.2234,-0.301,0.2857,2024,Q1
2031,Total,1578,0.1402,0.2231,0.0,-0.006999999999999999,2024,Q1
2578,Total,1193,0.094,0.2231,-0.3846,-0.2,2022,Q1
2578,Non Strata,1193,0.094,0.2231,-0.3846,-0.2,2022,Q1
2210,Non Strata,1698,0.08810000000000001,0.223,-0.13849999999999998,0.037000000000000005,2024,Q1
2567,Non Strata,1018,0.0516,0.223,-0.3333,-0.195,2022,Q1
2230,Total,1468,0.0121,0.2229,-0.0055000000000000005,0.2552,2023,Q4
2460,Non Strata,480,0.0,0.2229,-0.3554,-0.20149999999999998,2022,Q1
2628,Total,673,0.0891,0.2227,0.0,0.5556,2022,Q1
2628,Non Strata,673,0.08470000000000001,0.2227,0.07690000000000001,0.5556,2022,Q1
2566,Non Strata,893,0.0562,0.22260000000000002,-0.3333,-0.2,2022,Q1
2425,Total,770,0.18460000000000001,0.22219999999999998,6.0,0.07690000000000001,2022,Q4
2425,Non Strata,770,0.18460000000000001,0.22219999999999998,6.0,0.07690000000000001,2022,Q4
2177,Total,990,0.042199999999999994,0.22219999999999998,-0.1143,-0.36729999999999996,2022,Q1
2315,Non Strata,1100,0.0,0.22219999999999998,-0.18059999999999998,-0.3371,2022,Q2
2444,Strata,550,-0.0393,0.22219999999999998,-0.125,-0.2087,2022,Q1
2234,Total,1480,-0.0779,0.22210000000000002,-0.3235,-0.2069,2022,Q1
2256,Strata,776,0.07780000000000001,0.222,-0.35479999999999995,0.0,2022,Q2
2015,Non Strata,2120,0.0095,0.22190000000000001,0.0588,0.2857,2023,Q4
2620,Total,730,-0.0519,0.2218,-0.1858,0.0564,2022,Q1
2162,Strata,620,0.016399999999999998,0.2217,0.22219999999999998,0.1,2022,Q3
2116,Non Strata,1686,0.0036,0.2217,0.3846,0.2,2023,Q4
2794,Non Strata,430,0.048799999999999996,0.2216,0.4524,0.2979,2022,Q4
2222,Non Strata,1846,0.0126,0.2214,0.2143,0.4167,2023,Q4
2190,Total,1200,0.0076,0.2214,-0.08220000000000001,-0.33,2022,Q3
2165,Non Strata,1154,0.152,0.2212,-0.0633,0.2982,2024,Q1
2620,Non Strata,961,-0.0231,0.2211,0.0492,-0.3081,2022,Q2
2525,Total,1050,-0.0187,0.22089999999999999,-0.4792,-0.4318,2022,Q1
2040,Non Strata,2198,0.0834,0.2208,0.0,0.16,2024,Q1
2541,Strata,520,-0.0545,0.2207,-0.5556,-0.7273000000000001,2022,Q2
2800,Strata,421,0.1079,0.22030000000000002,-0.2778,-0.31579999999999997,2022,Q1
2643,Total,460,0.0698,0.2202,-0.47619999999999996,-0.2667,2022,Q3
2643,Non Strata,460,0.0349,0.2202,-0.3889,-0.2667,2022,Q3
2219,Total,1225,0.0746,0.22010000000000002,0.8936,0.059500000000000004,2022,Q2
2488,Total,1068,-0.0014000000000000002,0.22,-0.3636,0.0,2024,Q1
2315,Total,900,-0.016399999999999998,0.22,-0.13390000000000002,-0.2763,2022,Q2
2075,Non Strata,3050,-0.0348,0.22,-0.2361,-0.1791,2022,Q1
2558,Total,860,0.0397,0.21989999999999998,0.6667000000000001,-0.23079999999999998,2022,Q2
2037,Non Strata,2330,-0.1038,0.21989999999999998,0.5714,0.22219999999999998,2023,Q4
2039,Non Strata,2275,-0.0087,0.2198,0.16670000000000001,0.5556,2023,Q3
2758,Total,1263,-0.0818,0.2198,-0.39130000000000004,-0.3,2024,Q1
2758,Non Strata,1263,-0.0818,0.2198,-0.39130000000000004,-0.3,2024,Q1
2007,Strata,930,0.1954,0.21969999999999998,-0.3393,0.3214,2022,Q1
2527,Total,840,0.0633,0.21960000000000002,-0.056100000000000004,-0.3176,2022,Q2
2136,Total,875,0.162,0.2195,-0.3333,1.2856999999999998,2024,Q1
2360,Total,375,0.10289999999999999,0.2195,-0.17170000000000002,0.0513,2022,Q1
2357,Total,299,-0.0779,0.2194,0.0,-0.4194,2023,Q1
2357,Non Strata,299,-0.0779,0.2194,0.0,-0.4194,2023,Q1
2337,Non Strata,668,0.3763,0.2192,0.0,-0.11109999999999999,2023,Q4
2015,Non Strata,2500,0.17920000000000003,0.2192,-0.3889,-0.0833,2024,Q1
2420,Total,640,0.0802,0.21899999999999997,0.16670000000000001,-0.3226,2022,Q4
2420,Non Strata,640,0.0802,0.21899999999999997,0.16670000000000001,-0.3226,2022,Q4
2115,Total,1600,-0.0274,0.21899999999999997,-0.44439999999999996,-0.4167,2022,Q1
2428,Non Strata,835,-0.051100000000000007,0.21899999999999997,0.1856,-0.1844,2022,Q2
2318,Total,975,0.1207,0.2188,0.3243,0.2895,2023,Q2
2318,Non Strata,975,0.1207,0.2188,0.3243,0.2895,2023,Q2
2039,Total,1950,0.0759,0.2188,0.18420000000000003,0.5517,2024,Q1
2485,Non Strata,1073,0.0118,0.2188,0.0,-0.2432,2022,Q2
2573,Total,830,0.0036,0.2188,-0.5405,-0.48479999999999995,2022,Q1
2132,Strata,744,-0.052199999999999996,0.2187,0.0,6.5,2024,Q1
2282,Strata,823,0.2902,0.21850000000000003,0.2857,0.125,2023,Q1
2174,Total,1023,-0.0726,0.2181,0.0,-0.40740000000000004,2022,Q3
2766,Total,810,-0.0037,0.218,-0.2329,0.47369999999999995,2022,Q1
2015,Non Strata,2160,0.053399999999999996,0.21760000000000002,0.3333,-0.23809999999999998,2023,Q2
2652,Total,420,1.4,0.21739999999999998,0.1176,0.0,2022,Q2
2652,Non Strata,420,1.4,0.21739999999999998,0.1176,0.0,2022,Q2
2043,Total,1168,0.049400000000000006,0.21739999999999998,-0.0333,0.5676,2023,Q3
2850,Non Strata,700,0.014499999999999999,0.21739999999999998,0.1489,-0.0182,2022,Q2
2034,Strata,1400,0.0,0.21739999999999998,0.0364,0.46149999999999997,2024,Q1
2500,Total,785,0.0329,0.21710000000000002,-0.36119999999999997,-0.3779,2022,Q1
2315,Total,925,0.0278,0.21710000000000002,-0.0273,-0.2132,2022,Q3
2250,Non Strata,970,0.0,0.21710000000000002,-0.42560000000000003,-0.32520000000000004,2022,Q1
2153,Non Strata,1710,-0.009300000000000001,0.21710000000000002,-0.3497,-0.23190000000000002,2022,Q1
2470,Non Strata,460,0.0166,0.2169,-0.6442,-0.5316,2022,Q1
2794,Non Strata,413,0.17859999999999998,0.2168,-0.0204,-0.1864,2022,Q2
2217,Non Strata,2175,0.0875,0.2168,-0.3333,-0.25,2024,Q1
2007,Total,843,-0.0316,0.21660000000000001,0.0,0.0,2023,Q4
2007,Strata,843,-0.0316,0.21660000000000001,0.0,0.0,2023,Q4
2163,Total,660,-0.20190000000000002,0.21660000000000001,-0.1351,-0.23809999999999998,2022,Q3
2213,Total,1350,0.0,0.2162,-0.34149999999999997,-0.2832,2022,Q1
2621,Total,1168,0.0447,0.2161,0.3636,-0.25,2022,Q4
2133,Total,1210,-0.27,0.2161,-0.3636,-0.3,2022,Q1
2196,Strata,535,0.09179999999999999,0.2159,-0.23329999999999998,-0.23329999999999998,2023,Q1
2431,Non Strata,845,0.0974,0.2158,0.0,-0.35710000000000003,2022,Q4
2032,Total,1102,-0.4003,0.2158,-0.0682,0.1389,2024,Q1
2422,Total,620,0.0032,0.2157,0.2609,-0.2564,2022,Q2
2422,Non Strata,620,0.0032,0.2157,0.2609,-0.2564,2022,Q2
2192,Non Strata,1580,0.0604,0.21539999999999998,-0.5,0.0667,2024,Q1
2283,Total,790,-0.015600000000000001,0.21539999999999998,0.08650000000000001,-0.20420000000000002,2022,Q2
2445,Total,1003,0.1139,0.2152,0.29410000000000003,-0.46340000000000003,2022,Q3
2000,Strata,1285,0.11259999999999999,0.2151,-0.0529,0.14529999999999998,2023,Q4
2219,Total,1133,0.0689,0.215,-0.5856,-0.46509999999999996,2022,Q1
2324,Total,670,0.0308,0.21489999999999998,-0.13949999999999999,-0.4219,2022,Q3
2039,Non Strata,2320,0.0943,0.2147,0.8181999999999999,-0.2593,2023,Q2
2620,Strata,489,0.0182,0.2143,0.014499999999999999,-0.1026,2023,Q3
2800,Strata,570,0.278,0.2141,0.2667,0.0556,2023,Q4
2042,Non Strata,1900,0.0692,0.2141,0.1489,0.0189,2023,Q3
2753,Strata,695,0.1535,0.214,0.3,0.0833,2022,Q2
2558,Non Strata,865,0.045700000000000005,0.214,0.5556,-0.22219999999999998,2022,Q2
2147,Non Strata,1050,0.024399999999999998,0.2139,-0.3529,-0.1373,2022,Q1
2700,Total,355,0.1094,0.2137,0.5263,0.3182,2023,Q2
2700,Non Strata,355,0.1094,0.2137,0.5263,0.3182,2023,Q2
2777,Non Strata,1080,0.1613,0.21350000000000002,-0.0926,0.11359999999999999,2024,Q1
2099,Non Strata,2700,0.1321,0.21350000000000002,-0.3889,-0.19510000000000002,2024,Q1
2480,Strata,495,-0.011000000000000001,0.21350000000000002,4.0,-0.2187,2022,Q3
2303,Total,1153,0.0637,0.2132,-0.1176,0.3043,2024,Q1
2880,Non Strata,167,-0.0403,0.21309999999999998,-0.2289,-0.18989999999999999,2022,Q3
2027,Total,2050,-0.4143,0.213,-0.16949999999999998,0.4,2023,Q3
2023,Strata,1780,0.1104,0.21289999999999998,-0.3,-0.6111,2022,Q4
2227,Non Strata,1875,0.0901,0.21280000000000002,0.37929999999999997,0.3333,2023,Q4
2050,Strata,1073,0.2798,0.2125,0.5832999999999999,-0.2692,2022,Q4
2325,Strata,485,0.16870000000000002,0.2125,0.3,-0.07139999999999999,2022,Q4
2787,Non Strata,600,0.2766,0.2121,-0.125,-0.6409999999999999,2022,Q4
2076,Strata,1200,0.1707,0.2121,-0.0556,-0.5143,2022,Q4
2646,Total,400,0.1412,0.2121,-0.031200000000000002,-0.3111,2022,Q2
2430,Strata,400,-0.0184,0.2121,0.2,0.2,2023,Q4
2204,Non Strata,2000,-0.0291,0.2121,0.0,-0.10869999999999999,2023,Q4
2023,Total,2115,0.41,0.212,0.3226,-0.4875,2022,Q3
2573,Non Strata,830,-0.009000000000000001,0.21170000000000003,-0.5,-0.45159999999999995,2022,Q1
2008,Strata,827,-0.0467,0.21170000000000003,0.1389,0.1389,2024,Q1
2287,Non Strata,770,0.026699999999999998,0.2116,-0.2256,-0.0797,2022,Q1
2528,Strata,679,0.0203,0.2116,-0.23809999999999998,-0.36,2022,Q2
2527,Total,788,-0.0466,0.2115,-0.3517,-0.3856,2022,Q1
2800,Strata,510,0.0863,0.2114,0.0,0.3846,2023,Q1
2557,Non Strata,1164,0.1117,0.2112,0.2838,0.7273000000000001,2024,Q1
2780,Total,875,0.014499999999999999,0.21109999999999998,-0.1625,-0.3679,2022,Q2
2821,Total,398,0.0392,0.21100000000000002,-0.1765,-0.22219999999999998,2023,Q3
2821,Non Strata,398,0.0392,0.21100000000000002,-0.1765,-0.22219999999999998,2023,Q3
2769,Non Strata,1550,0.04019999999999999,0.2109,-0.2576,-0.4842,2022,Q2
2870,Total,426,0.0137,0.2109,-0.2059,-0.325,2022,Q2
2870,Non Strata,426,0.0137,0.2109,-0.2059,-0.2895,2022,Q2
2548,Strata,618,0.0165,0.2108,0.16670000000000001,0.16670000000000001,2024,Q1
2203,Strata,920,0.031400000000000004,0.21050000000000002,0.11109999999999999,0.5152,2024,Q1
2427,Total,820,-0.0353,0.21030000000000001,0.0,-0.3667,2022,Q3
2043,Total,1307,0.16699999999999998,0.2102,-0.27690000000000003,0.3429,2024,Q1
2663,Total,360,-0.0576,0.2101,0.0,0.0833,2022,Q2
2663,Non Strata,360,-0.0576,0.2101,0.0,0.0833,2022,Q2
2460,Total,490,0.08410000000000001,0.20989999999999998,0.0775,-0.0414,2022,Q2
2258,Non Strata,1355,-0.08289999999999999,0.20980000000000001,-0.1429,-0.4286,2022,Q2
2360,Non Strata,375,0.10289999999999999,0.2097,-0.17170000000000002,0.0649,2022,Q1
2085,Non Strata,2404,0.0231,0.2097,-0.5385,-0.35710000000000003,2023,Q4
2484,Non Strata,910,0.0,0.20929999999999999,-0.337,-0.35109999999999997,2022,Q1
2062,Strata,1375,-0.0351,0.20929999999999999,0.0909,-0.3514,2022,Q2
2135,Non Strata,3850,0.15439999999999998,0.20879999999999999,-0.3061,0.030299999999999997,2023,Q4
2330,Strata,440,0.0932,0.20879999999999999,0.4,-0.1765,2022,Q4
2525,Non Strata,1100,-0.0658,0.20879999999999999,-0.475,-0.3,2022,Q1
2533,Non Strata,1520,-0.038,0.2087,0.46149999999999997,0.0179,2022,Q2
2390,Total,383,-0.06709999999999999,0.20850000000000002,-0.1429,0.0,2022,Q2
2390,Non Strata,383,-0.06709999999999999,0.20850000000000002,-0.1429,0.0,2022,Q2
2320,Non Strata,725,0.013300000000000001,0.20829999999999999,0.0696,-0.19140000000000001,2022,Q2
2156,Total,2628,-0.1048,0.20829999999999999,-0.1795,-0.3846,2022,Q2
2156,Non Strata,2628,-0.10859999999999999,0.20829999999999999,-0.15789999999999998,-0.3846,2022,Q2
2211,Non Strata,1393,0.0565,0.2082,-0.3429,-0.1481,2022,Q1
2148,Total,894,0.0642,0.20800000000000002,-0.0894,0.1905,2023,Q4
2830,Non Strata,538,-0.0227,0.2079,-0.0366,-0.2069,2022,Q2
2132,Strata,785,0.08650000000000001,0.2077,0.25,4.0,2023,Q4
2641,Total,399,0.0,0.2076,-0.2051,-0.225,2022,Q1
2400,Total,320,0.4679,0.2075,-0.3651,-0.5506,2022,Q4
2346,Total,320,0.1852,0.2075,-0.43479999999999996,-0.381,2022,Q3
2346,Non Strata,320,0.1852,0.2075,-0.43479999999999996,-0.381,2022,Q3
2761,Total,870,0.057800000000000004,0.2075,-0.11699999999999999,-0.11699999999999999,2022,Q1
2287,Strata,601,-0.031200000000000002,0.2073,0.4,-0.3333,2022,Q2
2770,Total,700,0.0189,0.2069,-0.14400000000000002,0.1,2022,Q1
2790,Strata,350,,0.2069,,10.0,2022,Q2
2648,Total,410,0.7447,0.2059,0.1818,0.8571,2023,Q4
2427,Non Strata,820,-0.0353,0.2059,0.0556,-0.3448,2022,Q3
2207,Strata,838,0.1324,0.20579999999999998,-0.2029,0.1,2023,Q4
2086,Total,2336,0.061900000000000004,0.20579999999999998,-0.31579999999999997,0.0833,2024,Q1
2337,Total,660,0.4163,0.20550000000000002,-0.08109999999999999,-0.0556,2023,Q4
2294,Total,1100,0.2429,0.20550000000000002,-0.2353,5.5,2023,Q1
2761,Non Strata,880,0.0602,0.20550000000000002,-0.1348,-0.0941,2022,Q1
2640,Strata,355,0.1094,0.2054,0.1389,0.4643,2024,Q1
2333,Non Strata,461,0.04769999999999999,0.2052,-0.1484,-0.11380000000000001,2022,Q3
2443,Total,711,-0.052000000000000005,0.2051,-0.16219999999999998,-0.3404,2022,Q3
2142,Non Strata,1008,-0.08410000000000001,0.2051,-0.3404,0.55,2022,Q1
2204,Total,1205,-0.008199999999999999,0.205,0.0,-0.24789999999999998,2022,Q2
2460,Non Strata,500,0.0395,0.2048,0.1545,-0.0231,2022,Q2
2293,Strata,807,0.0373,0.2045,0.5,-0.4828,2022,Q2
2320,Total,684,-0.0165,0.20440000000000003,0.0103,-0.1765,2022,Q2
2472,Total,413,-0.3099,0.20440000000000003,0.4,1.3333000000000002,2023,Q4
2472,Non Strata,413,-0.3099,0.20440000000000003,0.4,1.3333000000000002,2023,Q4
2760,Non Strata,848,0.0138,0.2043,0.17170000000000002,0.16,2022,Q1
2132,Total,1971,0.3273,0.204,0.2759,0.7619,2023,Q4
2046,Non Strata,2936,-0.004699999999999999,0.204,-0.43060000000000004,-0.29309999999999997,2022,Q1
2463,Total,783,0.0433,0.20379999999999998,0.2,-0.1765,2022,Q2
2283,Non Strata,801,-0.0178,0.20379999999999998,0.0213,-0.2066,2022,Q2
2130,Strata,848,-0.13390000000000002,0.20379999999999998,-0.3529,0.22219999999999998,2022,Q1
2518,Total,1005,0.1362,0.2036,0.0405,0.1324,2023,Q4
2560,Total,781,0.0276,0.2034,-0.25370000000000004,-0.1429,2022,Q1
2207,Non Strata,1820,0.0706,0.20329999999999998,-0.08470000000000001,0.125,2023,Q4
2284,Non Strata,774,0.0,0.203,-0.3636,-0.22219999999999998,2022,Q1
2033,Total,1275,-0.0192,0.2028,-0.1778,-0.36210000000000003,2022,Q1
2320,Strata,451,0.1275,0.2027,-0.0556,0.7895,2022,Q1
2110,Total,3800,0.35710000000000003,0.2025,-0.5640999999999999,-0.1905,2024,Q1
2191,Non Strata,1900,0.1176,0.2025,0.22219999999999998,0.22219999999999998,2023,Q4
2100,Strata,950,-0.07769999999999999,0.2025,0.5882000000000001,-0.129,2023,Q2
2481,Strata,1263,-0.09820000000000001,0.2024,-0.2581,0.09519999999999999,2024,Q1
2768,Total,1533,0.0355,0.20199999999999999,0.0667,0.0959,2023,Q3
2199,Non Strata,1250,0.07200000000000001,0.20190000000000002,0.2857,0.7308,2023,Q3
2731,Non Strata,643,-0.20620000000000002,0.20190000000000002,-0.25,0.1739,2022,Q2
2044,Strata,1016,0.0949,0.2018,0.2857,0.8,2023,Q4
2281,Total,1150,0.15,0.20170000000000002,-0.0408,0.1463,2023,Q3
2641,Total,433,-0.0431,0.2014,0.1143,0.322,2023,Q4
2780,Non Strata,910,-0.0345,0.20129999999999998,-0.1061,-0.37229999999999996,2022,Q2
2622,Non Strata,970,0.4532,0.20120000000000002,-0.2778,0.625,2023,Q4
2196,Total,1031,0.0305,0.201,-0.0526,0.07139999999999999,2023,Q3
2485,Strata,763,0.10830000000000001,0.20079999999999998,0.8519,0.2987,2023,Q3
2167,Non Strata,988,-0.0125,0.2006,0.0,-0.1852,2022,Q2
2534,Total,1879,-0.0138,0.2004,0.0,-0.1818,2022,Q3
2225,Total,1880,-0.0131,0.2003,-0.07139999999999999,0.0833,2024,Q1
2044,Total,1535,-0.006500000000000001,0.2002,-0.2791,-0.3542,2022,Q1
2281,Non Strata,1176,0.1201,0.20010000000000003,-0.1304,0.0256,2023,Q3
2136,Non Strata,2090,0.11019999999999999,0.20010000000000003,0.5,0.5,2023,Q3
2287,Strata,615,0.177,0.2,-0.575,-0.5952000000000001,2022,Q1
2102,Strata,1425,0.1355,0.2,0.0,-0.16670000000000001,2023,Q4
2074,Non Strata,3240,0.11259999999999999,0.2,-0.09369999999999999,-0.0492,2023,Q3
2210,Non Strata,1560,0.0435,0.2,-0.3871,-0.24,2022,Q1
2285,Total,780,0.04,0.2,-0.11410000000000001,-0.1698,2022,Q2
2766,Strata,750,0.0067,0.2,-0.1,0.8,2023,Q4
2456,Total,870,-0.0169,0.2,0.18420000000000003,-0.4156,2022,Q2
2350,Total,480,-0.0204,0.2,0.0242,-0.1378,2022,Q2
2790,Non Strata,495,-0.054000000000000006,0.2,-0.23170000000000002,-0.3368,2022,Q3
2515,Non Strata,2088,0.1284,0.1997,-0.4902,-0.037000000000000005,2024,Q1
